谜面,谜底
谜面：猜中了 （打成语一）,谜底：不出所料
谜面：久不练功 （打一水浒人名）,谜底：武松
谜面：兼听··卷帘格 （打一现代人名）,谜底：闻一多
谜面：一言难尽伤心事 （打杜甫五言诗一句）,谜底：苦道来不易
谜面：千树万树梨花开 （打一节气）,谜底：大雪
谜面：于是二世常居禁中，与高决诸事。 （打五言唐诗一句）,谜底：斯人不可闻
谜面：猫哭老鼠 （打一离合字）,谜底：非心悲
谜面：海市蜃楼是幻景 （打字一）,谜底：觑
谜面：黄河解冻 （打一省区名）,谜底：江苏
谜面：飞流直下三千尺 （打一离合字）,谜底：山水而湍
谜面：一雨使成秋 （打《岳阳楼记》一句）,谜底：先天下之忧而忧
谜面：东坡肉 （打一唐朝人名）,谜底：苏味道
谜面：苦肉计 （打成语一）,谜底：屈打成招
谜面：分明曙色入秋江 （台湾名胜）,谜底：日月潭
谜面：风吹草低见牛羊 （打字一）,谜底：蓄
谜面：非洲少年 （打一春秋战国人名）,谜底：墨子
谜面：八一曙光 （离合字）,谜底：军日晖
谜面：李逵秦明双奋勇 （打成语一）,谜底：风风火火
谜面：妇女翻身 （打字一）,谜底：嬉
谜面：古竹参天 （打字一）,谜底：笑
谜面：怎样扮演包公 （俗语五字）,谜底：往脸上抹黑
谜面：蓝色之洋 （打一省区名）,谜底：青海
谜面：假装受伤害 （打一离合字）,谜底：非心悲
谜面：曹操兴兵向蜀中 （打成语一）,谜底：攻其不备
谜面：一家十一口，一家二十口，两家合一起，万事都不愁。 （打字一）,谜底：喜
谜面：元妃回宫，袭人留府。 （打五言唐诗）,谜底：春去花还在
谜面：一切行动听指挥 （打一离合字）,谜底：人人从
谜面：学子远去，又见归来。 （打字一）,谜底：觉
谜面：今天九月初九 （打成语一）,谜底：明日黄花
谜面：水陆不通 （打一河北名胜）,谜底：山海关
谜面：学一段，会下段。 （打字一）,谜底：尝
谜面：金鼓齐鸣 （打成语一）,谜底：不知进退
谜面：左有十八，右有十八，二四得八，一八得八。 （打字一）,谜底：樊
谜面：峰峦重叠草出芽 （打字一）,谜底：茁
谜面：一沾上酒即胡来 （浙江名胜）,谜底：西湖
谜面：多一点能吃，少一点有用。 （打字一）,谜底：术
谜面：看中 （打成语一）,谜底：不相上下
谜面：云儿抹远山，天端掩明月。 （打一节日）,谜底：元旦
谜面：东道主查验入场券 （离合字）,谜底：西示票
谜面：枫林红了 （打一句五言律诗）,谜底：树树皆秋色
谜面：海棠开后残梅落 （打字一）,谜底：淌
谜面：只许眼观 （离合字）,谜底：手莫摸
谜面：行行雁字写云笺 （打成语一）,谜底：一纸空文
谜面：死去原知万事空 （打一通假字）,谜底：亡通无
谜面：雷横陈达先行，解珍杨春断后。 （打成语一）,谜底：虎头蛇尾
谜面：层峦叠翠 （打字一）,谜底：茁
谜面：皎皎月轮照上苑 （北京地名）,谜底：圆明园
谜面：一番番风，一番番雨，一番桃红春山碧。 （打成语二）,谜底：吹吹打打，花花绿绿
谜面：万花纷谢一时稀 （谦辞礼貌用语）,谜底：多谢
谜面：娇女如花只自知 （打成语一）,谜底：其貌不扬
谜面：西施游西湖 （诗经一句）,谜底：在水一方
谜面：残旗下，浪子犹吟。 （打字一）,谜底：游
谜面：隔江犹唱《后庭花》 （打离合字一）,谜底：亡心忘
谜面：上有天堂，下有苏杭。 （广东地名）,谜底：茂名市
谜面：自控 （离合字二）,谜底：告非靠，他人也
谜面：长篇论文 （打成语一）,谜底：千言万语
谜面：众里寻他千百度 （离合字）,谜底：分目盼
谜面：滥竽充数 （打成语一）,谜底：多管闲事
谜面：惜可儿此处阙然··卷帘格 （红楼梦人名）,谜底：空空道人
谜面：爱上西湖夜半景，花前水畔度平生。 （打一植物）,谜底：浮萍
谜面：看似小孩过家家 （打成语一）,谜底：视同儿戏
谜面：后羿射日 （打一节日）,谜底：重阳节
谜面：芳草凋零 （打字一）,谜底：方
谜面：三丫头 （打一字）,谜底：兰
谜面：朱阁枕黄梁 （打一小说名）,谜底：红楼梦
谜面：千古一绝反复看 （节日纪念日）,谜底：七夕
谜面：出头更虚心 （打字一）,谜底：吏
谜面：草长依稀立后妃 （打字一）,谜底：异
谜面：苦思下联 （打成语一）,谜底：存心作对
谜面：孔明借箭··卷帘格 （打成语一）,谜底：草木皆兵
谜面：老树春深更著花 （打成语一）,谜底：故态复萌
谜面：此乃泰山之力也 （打离合字一）,谜底：仗丈人
谜面：万紫千红锁清苑 （宋诗七言）,谜底：春色满园关不住
谜面：口吃 （打成语一）,谜底：吞吞吐吐
谜面：质本洁来还洁去·玉版格 （古代著作）,谜底：四书
谜面：皆精于探骊 （通假字）,谜底：各通格
谜面：可怜天涯沦落人 （打成语一）,谜底：在所不惜
谜面：逢十进一下去三 （打字一）,谜底：垒
谜面：朱书免罪 （离合字）,谜底：赤文赦
谜面：儿时默默无闻 （打成语一）,谜底：大名鼎鼎
谜面：夫人何处去 （打字一）,谜底：二
谜面：两岸猿声啼不住 （打一通假字）,谜底：申通呻
谜面：无边春色此时节 （打一省区名）,谜底：广东省
谜面：可可·蕉心格 （打成语一）,谜底：何去何从
谜面：直欲樵渔过此生 （古代书名）,谜底：山海经
谜面：再娶复闻狮子吼 （四书一句）,谜底：河东凶亦然
谜面：网络视频 （打一小游戏名),谜底：连连看
谜面：心胸大一点 （打字一）,谜底：态
谜面：花前柳畔 （打字一）,谜底：节
谜面：一见你就笑 （《赤壁赋》一句）,谜底：顾而乐之
谜面：闺中春梦一夕破 （打一旅游城市名）,谜底：桂林
谜面：佳节又重阳 （打字一）,谜底：倡
谜面：穿墙入室，洗劫一空。 （打一典故）,谜底：凿壁偷光
谜面：竞逐潮汐水去来 （打成语一）,谜底：只争朝夕
谜面：朱阁梧桐恋晚照 （古代著作）,谜底：红楼梦
谜面：村西又植丝丝柳 （打字一）,谜底：杉
谜面：玉容无主病昭阳 （《四书》一句）,谜底：不幸而有疾
谜面：九十年代何为先 （打一传统节日）,谜底：端午
谜面：山在虚无缥缈间 （打一穴位名）,谜底：隐谷
谜面：落魄之至，不堪叙及。 （打成语一）,谜底：穷极无聊
谜面：子弟兵的荣耀 （离合字）,谜底：军光辉
谜面：你我皆非二郎神··卷帘格 （打成语一）,谜底：目中无人
谜面：灯谜 （打成语一）,谜底：可想而知
谜面：子规夜半犹啼血 （离合字）,谜底：鹃鸣月
谜面：存心不善，有口难言。 （打字一）,谜底：亚
谜面：李自成大战吴三桂 （打成语一）,谜底：旁观者清
谜面：八月中秋··上楼格 （茶叶名）,谜底：黄金桂
谜面：啃书本 （打成语一）,谜底：咬文嚼字
谜面：行将就木（红楼梦人名）,谜底：贾迎春
谜面：依山傍水 （打字一）,谜底：汕
谜面：放弃权利亮高节 （打一水果）,谜底：凤梨
谜面：一抹斜阳映绿波 （打离合字一）,谜底：日西晒水青清
谜面：二十四省 （节日纪念日）,谜底：三八节
谜面：与人方便 （打字一）,谜底：更
谜面：九月九，同饮黄花酒。 （唐诗五言）,谜底：共醉重阳节
谜面：白话文 （打成语一）,谜底：出口成章
谜面：一线天 （《出师表》一句）,谜底：孤之有孔明
谜面：不尽长江滚滚来 （打成语一）,谜底：波澜壮阔
谜面：总是朝三暮四 （打一离合字）,谜底：夕夕多
谜面：马年岁首须省俭 （打一传统节日）,谜底：端午节
谜面：万紫千红满神州 （打一通假字）,谜底：华通花
谜面：春雨润新苗 （打字一）,谜底：秦
谜面：老婆是人家的好 （打成语一）,谜底：自讨没趣
谜面：高温季节 （打字一）,谜底：淳
谜面：山西省会入选 （《桃花源记》一句）,谜底：晋太原中
谜面：断桥流水 （打字一）,谜底：梳
谜面：绝纱好词木兰诗 （打成语一）,谜底：花言巧语
谜面：之子于归 （离合字）,谜底：嫁女家
谜面：吹落黄花遍地金 （打成语一）,谜底：秋风过耳
谜面：旦末净丑 （打字一）,谜底：星
谜面：在生为公不动摇 （《赤壁赋》一句）,谜底：固一世之雄也
谜面：老子天下第一 （打成语一）,谜底：头头是道
谜面：愿之言曰 （打一唐朝诗人）,谜底：李白
谜面：一心二用 （打字一）,谜底：忿
谜面：王孙低首尚怀惭 （花卉树木）,谜底：含羞草
谜面：自知之明 （离合字）,谜底：吾心悟
谜面：要学竹虚心 （节日纪念日）,谜底：教师节
谜面：从一到十 （打字一）,谜底：坐
谜面：大乔小乔 （打字一）,谜底：娱
谜面：吹箫散楚 （打成语一）,谜底：苦中作乐
谜面：丁年奉使，皓首而归。 （唐诗七言）,谜底：少小离家老大回
谜面：欲效程门立雪 （《论语》一句）,谜底：学而时习之
谜面：提前十天过新年 （打离合字一）,谜底：腊月廿一日
谜面：朝辞白地彩云间，千里江陵一日还。 （打成语一）,谜底：早出晚归
谜面：点点是黄金 （打字一）,谜底：全
谜面：与夫一别音书断 （打一节气）,谜底：立春
谜面：春蚕到死丝方尽，蜡炬成灰泪始干。 （打8字成语一）,谜底：鞠躬尽瘁，死而后已
谜面：以静制动 （七言唐诗一句）,谜底：此时无声胜有声
谜面：着我扁舟一叶 （打字一）,谜底：途
谜面：一片冰心在玉壶 （打民族二）,谜底：藏族，白族
谜面：枝头梨花遮半帘 （打字一）,谜底：棉
谜面：先生无不依之 （打一通假字）,谜底：傅通附
谜面：没有木材 （打字一）,谜底：才
谜面：打算盘 （打成语一）,谜底：挑拨离间
谜面：未仔细说明 （打一离合字）,谜底：羊言详
谜面：淡妆浓抹总无奇 （打成语一）,谜底：粉饰太平
谜面：无丝竹之乱耳 （打一复姓）,谜底：乐正
谜面：遥指红楼是妾家 （打一谜目）,谜底：石头人
谜面：半部春秋 （打字一）,谜底：秦
谜面：车八进一 （打字一）,谜底：轨
谜面：三九严寒何所惧 （花卉树木二）,谜底：腊梅，忍冬
谜面：月亮走，我也走。 （离合字二）,谜底：兔之逸，余之途
谜面：唯有扁舟通水泊 （打一穴位）,谜底：涌泉
谜面：独唱 （打成语一）,谜底：自得其乐
谜面：欲问行人去那边，眉眼盈盈处。 （打一花卉）,谜底：水仙
谜面：好事坏事都要说 （打成语一）,谜底：善有善报，恶有恶报
谜面：白了少年头 （打成语一）,谜底：鹤发童颜
谜面：读书不误人 （打成语一）,谜底：开卷有益
谜面：凉风习习入户来 （打字一）,谜底：扇
谜面：对镜 （打成语一）,谜底：一模一样
谜面：左邻右舍，和则为友。 （打一人体部位）,谜底：肩膀
谜面：话说长江 （打成语一）,谜底：口若悬河
谜面：儿心骄傲母心忧 （打节气二）,谜底：小满，大寒
谜面：千峰笋石千株玉 （打民族名三）,谜底：白族，满族，高山族
谜面：从头说起 （打一离合字）,谜底：首之道
谜面：建业城拦路劫张昭 （打一儿童游戏）,谜底：石头剪子布
谜面：户户垂杨 （打成语一）,谜底：有所建树
谜面：喊声不绝 （打一复姓）,谜底：呼延
谜面：开山造田 （打字一）,谜底：画
谜面：丑人硬是脾气倔 （离合字）,谜底：牛强犟
谜面：增添人口心倍愁 （打一节气）,谜底：立秋
谜面：天下有头皆可剃 （云南城市名）,谜底：大理
谜面：梦中几度坐花轿 （打一谜目）,谜底：通假字
